0                    0
0.047619             0
0.0952381            0
0.142857             0
0.190476             0
0.238095             0
0.285714             0.441
0.333333             0.559
0.380952             1
0.428571             1
0.47619              1
0.52381              1
0.571429             1
0.619048             1
0.666667             1
0.714286             1
0.761905             0.559
0.809524             0.441
0.857143             0
0.904762             0
0.952381             0
1                    0
